Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
136288,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,hajastanicus,"Argyropulo, 1939",,,,,"","Armenian Myotis, Armenian Whiskered Bat",,,CR,D,3.1,2008,unknown,N
14164,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,hasseltii,"(Temminck, 1840)",,,,,Leuconoe hasselti  |Vespertilio hasseltii  ,"Lesser Large-footed Myotis, Brown Bat, Lesser Large-footed Bat, Hasselt's Large-footed Myotis, Lesser Large-tooth Bat, Van Hasselt's Bat",,,LC,,3.1,2008,unknown,N
14165,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,hermani,"Thomas, 1923",,,,,"",Herman's Myotis,,,DD,,3.1,2016,unknown,N
14166,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,horsfieldii,"(Temminck, 1840)",,,,,Leuconoe peshwa  |Myotis adversus subspecies dryas|Myotis adversus subspecies peshwa|Myotis dryas  |Myotis jeannei  |Vespertilio horsfieldi  ,"Horsfield's Myotis, Common Asiatic Myotis, Horsfield's Bat, Lesser Large-tooth Bat",,,LC,,3.1,2008,stable,N
14168,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,ikonnikovi,"Ognev, 1912",,,,,Myotis fujiensis  |Myotis hosonoi  |Myotis ozensis  |Myotis yesoensis  ,"Ikonnikov's Bat, Ikonnikov's Myotis, Ikonnikov's Whiskered Bat",,,LC,,3.1,2008,unknown,N
14169,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,insularum,"(Dobson, 1878)",,,,,"",Insular Myotis,,,DD,,3.1,2008,unknown,N
14170,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,keaysi,"J.A. Allen, 1914",,,,,"",Hairy-legged Myotis,,,LC,,3.1,2016,unknown,N
14171,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,keenii,"(Merriam, 1895)",,,,,"",Keen's Myotis,,,LC,,3.1,2008,stable,N
136429,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,laniger,"Peters, 1871",,,,,"",Chinese Water Myotis,,,LC,,3.1,2008,unknown,N
14172,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,leibii,"(Audubon & Bachman, 1842)",,,,,"",Eastern Small-footed Myotis,,,LC,,3.1,2008,stable,N
14174,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,levis,"(I. Geoffroy, 1824)",,,,,"",Yellowish Myotis,,,LC,,3.1,2016,unknown,N
14175,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,longipes,"(Dobson, 1873)",,,,,Myotis theobaldi  |Vespertilio longipes  |Vespertilio macropus  |Vespertilio megalopus  ,Kashmir Cave Bat,,,DD,,3.1,2016,unknown,N
14176,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,lucifugus,"(Le Conte, 1831)",,,,,"","Little Brown Bat, Little Brown Myotis",,,LC,,3.1,2008,stable,N
14177,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,macrodactylus,"(Temminck, 1840)",,,,,Myotis macrodactylus subspecies continentalis|Myotis macrodactylus subspecies insularis,Big-footed Myotis,,,LC,,3.1,2008,unknown,N
136697,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,macropus,"(Gould, 1855)",,,,,"",Large-footed Myotis,,,LC,,3.1,2008,unknown,N
14178,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,macrotarsus,"(Waterhouse, 1845)",,,,,"","Pallid Large-footed Myotis, Philippine Large-footed Myotis",,,NT,,3.1,2008,decreasing,N
76435251,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,martiniquensis,"LaVal, 1973",,,,,"",Schwartz's Myotis,,,NT,,3.1,2016,unknown,N
136784,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,melanorhinus,"Merriam, 1890",,,,,"",Dark-nosed Small-footed Myotis,,,LC,,3.1,2008,stable,N
136770,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,moluccarum,"(Thomas, 1915)",,,,,"","Maluku Myotis, Arafura Large-footed Bat",,,LC,,3.1,2008,unknown,N
14181,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,montivagus,"(Dobson, 1874)",,,,,Myotis mystacinus subspecies montivagus|Myotis peytoni  |Vespertilio montivagus  ,"Burmese Whiskered Myotis, Burmese Whiskered Bat, Large Brown Myotis",,,LC,,3.1,2008,unknown,N
14182,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,morrisi,"Hill, 1971",,,,,"",Morris's Bat,,,DD,,3.1,2008,unknown,N
14183,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,muricola,"(Gray, 1864)",,,,,Myotis mystacinus subspecies caliginosus|Myotis mystacinus subspecies muricola|Vespertilio blanfordi  |Vespertilio caliginosus  |Vespertilio muricola  |Vespertilio muricola  ,"Nepalese Whiskered Bat, Nepalese Whiskered Myotis, Whiskered Myotis",,,LC,,3.1,2008,stable,N
14133,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,myotis,"(Borkhausen, 1797)",,,,,"","Greater Mouse-eared Bat, Mouse-eared Myotis, Mouse-eared Bat, Large Mouse-eared Bat",Grand murin,Murciélago Ratonero Grande,LC,,3.1,2016,stable,N
14134,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,mystacinus,"(Kuhl, 1817)",,,,,"","Whiskered Myotis, WHISKERED MYOTIS, Whiskered Bat","Murin à moustaches, Murin À Moustaches","Murciélago Ratonero Bigotudo, Murcièlago Ratonero Bigotudo",LC,,3.1,2016,unknown,N
14135,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nattereri,"(Kuhl, 1817)",,,,,Myotis escalerae  ,Natterer's Bat,Murin De Natterer,Murciélago Ratonero Gris,LC,,3.1,2008,stable,N
14184,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nesopolus,"Miller, 1900",,,,,"",Curacao Myotis,,,LC,,3.1,2016,unknown,N
14185,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nigricans,"(Schinz, 1821)",,,,,"",Black Myotis,,,LC,,3.1,2008,stable,N
136495,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nipalensis,"(Dobson, 1871)",,,,,Myotis kukunoriensis  |Myotis meinertzhageni  |Myotis mystacinus subspecies nipalensis|Myotis mystacinus subspecies partim|Myotis przewalskii  |Myotis sogdianus  |Myotis transcaspicus  |Vespertilio nipalensis  |Vespertilio pallidiventris  ,Nepal Myotis,,,LC,,3.1,2008,unknown,N
76435059,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,nyctor,"LaVal & Schwartz, 1974",,,,,Myotis martiniquensis subspecies nyctor,,,,VU,B2ab(iii),3.1,2016,unknown,N
136650,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,occultus,"Hollister, 1909",,,,,"",Arizona Myotis,,,LC,,3.1,2008,stable,N
14186,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,oreias,"(Temminck, 1840)",,,,,"","Singaporese Whiskered Myotis, Singapore Whiskered Bat",,,DD,,3.1,2016,unknown,N
14187,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,oxyotus,"(Peters, 1867)",,,,,"",Montane Myotis,,,LC,,3.1,2008,unknown,N
14189,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,peninsularis,"Miller, 1898",,,,,"",Peninsular Myotis,,,EN,"B1ab(i,iii)",3.1,2016,decreasing,N
14190,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,pequinius,"Thomas, 1908",,,,,"",Peking Myotis,,,LC,,3.1,2008,unknown,N
14193,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,pilosus,"(Peters, 1869)",,,,,Myotis pilosus  |Myotis ricketti  ,"Rickett's Big-footed Myotis, Rickett's Big-footed Bat",,,NT,,3.1,2008,decreasing,N
14191,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,planiceps,"Baker, 1955",,,,,"",Flat-headed Myotis,,,EN,D,3.1,2016,decreasing,N
14192,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,pruinosus,"Yoshiyuki, 1971",,,,,"","Frosted Myotis, Blackish Whiskered Bat",,,EN,B1ab(iii),3.1,2008,decreasing,N
44864,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,punicus,"Felten, Spitzenberger, and Storch, 1977",,,,,"","Maghreb Mouse-eared Bat, Felten's Myotis, Maghrebian Myotis, Maghrebian Myotis",Murin du Maghreb,Murciélago ratonero del Maghreb,DD,,3.1,2016,unknown,N
14194,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,ridleyi,"Thomas, 1898",,,,,"","Ridley's Myotis, Ridley's Bat",,,NT,,3.1,2008,decreasing,N
14195,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,riparius,"Handley, 1960",,,,,"",Riparian Myotis,,,LC,,3.1,2016,stable,N
14196,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,rosseti,"(Oey, 1951)",,,,,"",Thick-thumbed Myotis,,,LC,,3.1,2008,unknown,N
14197,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,ruber,"(É. Geoffroy, 1806)",,,,,"",Red Myotis,,,NT,,3.1,2008,unknown,N
136411,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,rufopictus,"(Waterhouse, 1845)",,,,,"",Orange-fingered Myotis,,,DD,,3.1,2016,unknown,N
14198,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,schaubi,"Kormos, 1934",,,,,Myotis araxenus  |Myotis nattereri subspecies araxenus,Schaub's Myotis,,,DD,,3.1,2016,unknown,N
14199,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,scotti,"Thomas, 1927",,,,,"",Scott's Mouse-eared Bat,,,VU,B2ab(iii),3.1,2008,decreasing,N
14201,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,septentrionalis,"(Trouessart, 1897)",,,,,"",Northern Myotis,,,LC,,3.1,2008,stable,N
14202,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,sicarius,"Thomas, 1915",,,,,"","Mandelli's Mouse-eared Myotis, Mandelli's Mouse-eared Bat",,,VU,B2ab(iii),3.1,2008,unknown,N
14203,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,siligorensis,"(Horsfield, 1855)",,,,,Vespertilio darjilingensis  |Vespertilio siligorensis  ,"Himalayan Whiskered Bat, Himalayan Whiskered Myotis, Siliguri Bat, Small-toothed Myotis",,,LC,,3.1,2008,unknown,N
14204,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,simus,"Thomas, 1901",,,,,"",Velvety Myotis,,,DD,,3.1,2016,unknown,N
14136,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,sodalis,"Miller & Allen, 1928",,,,,"","Indiana Bat, Indiana Myotis, Social Bat",,,NT,,3.1,2016,stable,N
14205,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,stalkeri,"Thomas, 1910",,,,,"","Stalker's Myotis, Kei Myotis",,,DD,,3.1,2008,unknown,N
14206,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,thysanodes,"Miller, 1897",,,,,"",Fringed Myotis,,,LC,,3.1,2008,stable,N
14207,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,tricolor,"(Temminck, 1832)",,,,,"","Cape Hairy Bat, Cape Myotis, Temminck's Mouse-eared Bat, Three-coloured bat",,,LC,,3.1,2008,unknown,N
14208,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,velifer,"(J.A. Allen, 1890)",,,,,"",Cave Myotis,,,LC,,3.1,2008,stable,N
14209,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,vivesi,"Ménègaux, 1901",,,,,Pizonyx vivesi,"Fish-eating Bat, Fish-eating Myotis",,,VU,A2ae,3.1,2016,decreasing,N
14210,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,volans,"(H. Allen, 1866)",,,,,"",Long-legged Myotis,,,LC,,3.1,2008,stable,N
14211,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,welwitschii,"(Gray, 1866)",,,,,"","Welwitch's Bat, Welwitsch's Hairy Bat, Welwitsch's Mouse-eared Bat, Welwitsch's Myotis",,,LC,,3.1,2008,unknown,N
29484,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,yanbarensis,"Maeda & Matsumura, 1998",,,,,"",Yanbaru Whiskered Bat,,,CR,"B1ab(ii,iii)",3.1,2008,decreasing,N
14213,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Myotis,yumanensis,"(H. Allen, 1864)",,,,,"",Yuma Myotis,,,LC,,3.1,2008,stable,N
14260,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MYSTACINIDAE,Mystacina,robusta,"Dwyer, 1962",,,,,"",New Zealand Greater Short-tailed Bat,,,CR,D,3.1,2008,unknown,N
14261,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MYSTACINIDAE,Mystacina,tuberculata,"Gray, 1843",,,,,"",New Zealand Lesser Short-tailed Bat,,,VU,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,2008,decreasing,N
14288,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MYZOPODIDAE,Myzopoda,aurita,"Milne-Edwards & A. Grandidier, 1878",,,,,"","Eastern Sucker-footed Bat, Old World Sucker-footed Bat, Madagascar Sucker-footed Bat, Sucker-footed Bat",,,LC,,3.1,2008,unknown,N
136465,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,MYZOPODIDAE,Myzopoda,schliemanni,"Goodman, Rakotondraparany & Kofoky, 2007",,,,,"",Schliemann's Sucker-footed Bat,,,LC,,3.1,2008,unknown,N
14333,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Nanonycteris,veldkampii,"(Jentink, 1888)",,,,,Nanonycteris veldkampi  ,Veldkamp's Bat,,,LC,,3.1,2008,unknown,N
136448,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NATALIDAE,Natalus,espiritosantensis,"Ruschi, 1951",,,,,Natalus macrourus|Natalus stramineus subspecies espiritosantensis,,,,NT,,3.1,2016,unknown,N
136824,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NATALIDAE,Natalus,jamaicensis,"Goodwin, 1959",,,,,"",Jamaican Greater Funnel-eared Bat,,,CR,"B2ab(ii,iii)",3.1,2016,decreasing,N
136548,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NATALIDAE,Natalus,major,"Miller, 1902",,,,,"",Hispaniolan Greater Funnel-eared Bat,,,NT,,3.1,2016,decreasing,N
136363,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NATALIDAE,Natalus,mexicanus,"Miller, 1902",,,,,Natalaus stramineus subspecies mexicanus|Natalus lanatus,Mexican Greater Funnel-eared Bat,,,LC,,3.1,2008,unknown,N
136777,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NATALIDAE,Natalus,primus,"Anthony, 1919",,,,,"",Cuban Greater Funnel-eared Bat,,,VU,D2,3.1,2016,decreasing,N
14360,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NATALIDAE,Natalus,stramineus,"Gray, 1838",,,,,"",Mexican Funnel-eared Bat,,,LC,,3.1,2016,unknown,N
14362,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NATALIDAE,Natalus,tumidirostris,"Miller, 1900",,,,,Natalus continentis  |Natalus haymani  ,Trinidadian Funnel-eared Bat,,,LC,,3.1,2016,unknown,N
13382,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Neonycteris,pusilla,"Sanborn, 1949",,,,,Micronycteris pusilla  ,Least Big-eared Bat,,,DD,,3.1,2016,decreasing,N
14560,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Neopteryx,frosti,"Hayman, 1946",,,,,"",Small-toothed Fruit Bat,,,EN,C1,3.1,2016,decreasing,N
44917,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,brunnea,"(Thomas, 1880)",,,,,Eptesicus brunneus|Neoromicia brunneus|Pipistrellus brunneus|Vesperugo brunneus,"Dark-brown Serotine, Brown Pipistrelle Bat, Dark-brown Pipistrelle Bat",Sérotine brune d'Afrique,,NT,,3.1,2008,decreasing,N
44918,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,capensis,"(A. Smith, 1829)",,,,,Eptesicus capensis|Pipistrellus capensis|Vespertilio capensis,"Cape Bat, Cape Serotine, Cape Pipistrelle Bat, Cape House Bat, Cape Serotine Bat",Sérotine du Cap,,LC,,3.1,2014,stable,N
44919,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,flavescens,"(Seabra, 1900)",,,,,Eptesicus flavescens|Pipistrellus flavescens|Vesperugo flavescens,"Yellow Pipistrelle Bat, Yellow Serotine","Pipistrelle jaune, Sérotine jaune",,DD,,3.1,2014,unknown,N
44920,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,guineensis,"(Bocage, 1889)",,,,,Eptesicus guineensis|Pipistrellus guineensis|Vesperus guineensis,"Guinean Pipistrelle Bat, Tiny Serotine","Pipistrelle de Guinée, Sérotine de Guinée, Sérotine minuscule",,LC,,3.1,2014,unknown,N
44921,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,helios,"(Heller, 1912)",,,,,Pipistrellus helios|Pipistrellus nanus subspecies helios,"Samburu Pipistrelle Bat, Helios Pipistrelle Bat, Heller's Pipistrelle",Pipistrelle soleil,,DD,,3.1,2014,unknown,N
136820,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,malagasyensis,"(Peterson, Eger & Mitchell, 1995)",,,,,Eptesicus malagasyensis|Eptesicus somalicus subspecies malagasyensis|Neoromicia somalicus subspecies malagasyensis,Isalo Serotine,Sérotine de Sakahara,,EN,B1ab(iii),3.1,2008,unknown,N
40033,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,matroka,"(Thomas & Schwann, 1905)",,,,,Eptesicus matroka|Vespertilio matroka,"Malagasy Serotine, Matroka Bat, Malagasy Serotine",Sérotine de Madagascar,,LC,,3.1,2008,unknown,N
44922,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,melckorum,"(Roberts, 1919)",,,,,Eptesicus melckorum|Pipistrellus melckorum,"Melck's Pipistrelle Bat, Melck's Serotine Bat, Melck's House Bat","Pipistrelle des Melcks, Sérotine de Melck",,DD,,3.1,2014,unknown,N
44923,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,nana,"(Peters, 1852)",,,,,Pipistrellus nanus|Vespertilio nanus  ,"Banana Pipistrelle Bat, Banana Bat, Banana Pipistrelle","Pipistrelle naine, Pipistrelle naine aux ailes brunes",,LC,,3.1,2014,unknown,N
44924,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,rendalli,"(Thomas, 1889)",,,,,Eptesicus rendalli|Pipistrellus rendalli|Vesperugo rendalli,"Rendall's Serotine, Rendall's Serotine Bat, Rendall's Pipistrelle, Rendall's Pipistrelle Bat","Pipistrelle de Rendall, Serotine de Rendall",,LC,,3.1,2008,unknown,N
44925,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,somalica,"(Thomas, 1901)",,,,,Eptesicus somalicus|Pipistrellus somalicus|Vespertilio minutus subspecies somalicus|Vespertilio somalicus,"Somali Serotine, Somali Serotine Bat, Somalian Pipistrelle Bat, Somali Pipistrelle Bat","Pipistrelle de Somalie, Sérotine de Somalie",,LC,,3.1,2014,unknown,N
44926,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,tenuipinnis,"(Peters, 1872)",,,,,Eptesicus tenuipinnis|Pipistrellus tenuipinnis|Vesperus tenuipinnis,"Slenderwinged Pipistrelle Bat, White-winged Serotine, White-winged Pipistrelle Bat, White-winged Bat","Pipistrelle à ailes blanches, Sérotine à ailes blanches",,LC,,3.1,2008,unknown,N
44927,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Neoromicia,zuluensis,"(Roberts, 1924)",,,,,Eptesicus zuluensis|Pipistrellus zuluensis,"Zulu Pipistrelle Bat, Aloe Bat, Aloe Serotine Bat, Aloe Serotine, Zulu Serotine Bat","Pipistrelle zouloue, Sérotine des aloes",,LC,,3.1,2008,unknown,N
14829,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NOCTILIONIDAE,Noctilio,albiventris,"Desmarest, 1818",,,,,"",Lesser Bulldog Bat,,,LC,,3.1,2015,stable,N
14830,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NOCTILIONIDAE,Noctilio,leporinus,"(Linnaeus, 1758)",,,,,Vespertilio leporinus,Greater Bulldog Bat,,,LC,,3.1,2015,unknown,N
14876,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Notopteris,macdonaldi,"Gray, 1859",,,,,"","Fijian Blossom Bat, Long-tailed Blossom Bat, Long-tailed Fruit Bat",,,VU,"B1ab(iii,v)",3.1,2008,decreasing,N
136519,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Notopteris,neocaledonica,"Trouessart, 1908",,,,,"",New Caledonia Blossom Bat,Roussette À Queue,,VU,"B1ab(i,ii,iii)",3.1,2008,unknown,N
14921,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,aviator,"(Thomas, 1911)",,,,,Nyctalus molossus  ,"Birdlike Noctule, Japanese Large Noctule",,,NT,,3.1,2008,decreasing,N
14922,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,azoreum,"(Thomas, 1901)",,,,,"","Azorean Bat, Azores Noctule",Noctule Des Açores,Nóctulo De Azores,VU,C2a(i),3.1,2016,decreasing,N
136765,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,furvus,"Imaizumi & Yoshiyuki, 1968",,,,,"",Japanese Noctule,,,VU,B1ab(iii),3.1,2008,decreasing,N
14918,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,lasiopterus,"(Schreber, 1780)",,,,,"","Giant Noctule, Greater Noctule Bat",Grande Noctule,Nóctulo Grande,VU,A4c; C2a(i),3.1,2016,decreasing,N
14919,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,leisleri,"(Kuhl, 1817)",,,,,"","Lesser Noctule, Leisler's Bat",Noctule De Leisler,Nóctulo Pequeño,LC,,3.1,2016,unknown,N
14923,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,montanus,"(Barrett-Hamilton, 1906)",,,,,Nyctalus leisleri subspecies montanus|Pterygistes montanus  ,Mountain Noctule,,,LC,,3.1,2008,decreasing,N
14920,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,noctula,"(Schreber, 1774)",,,,,"",Noctule,Noctule commune,"Murciélago Nóctulo Común, Nóctulo Mediano",LC,,3.1,2016,unknown,N
136828,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,VESPERTILIONIDAE,Nyctalus,plancyi,"Gerbe, 1880",,,,,"","Chinese Noctule, Mountain Noctule",,,LC,,3.1,2008,unknown,N
14926,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NYCTERIDAE,Nycteris,arge,"Thomas, 1903",,,,,"",Bate's Slit-faced Bat,,,LC,,3.1,2008,stable,N
14927,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NYCTERIDAE,Nycteris,aurita,"(K. Andersen, 1912)",,,,,"",Andersen's Slit-faced Bat,,,LC,,3.1,2008,unknown,N
14928,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NYCTERIDAE,Nycteris,gambiensis,"(K. Andersen, 1912)",,,,,"",Gambian Slit-faced Bat,,,LC,,3.1,2008,unknown,N
14929,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NYCTERIDAE,Nycteris,grandis,"Peters, 1865",,,,,Nycteris marica  ,Large Slit-faced Bat,,,LC,,3.1,2008,decreasing,N
14930,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,NYCTERIDAE,Nycteris,hispida,"(Schreber, 1775)",,,,,"","Hairy Long-eared Bat, Hairy Slit-faced Bat",,,LC,,3.1,2008,stable,N
